State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482
madhya-pradesh,2018,2,Merchant payments,397135,339308203
madhya-pradesh,2018,2,Financial Services,305553,53860331
madhya-pradesh,2018,2,Others,264797,243218603
madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588
madhya-pradesh,2018,1,Financial Services,230519,43374288
madhya-pradesh,2018,1,Merchant payments,196394,170119673
madhya-pradesh,2018,1,Others,346002,210261540
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664
madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516
madhya-pradesh,2018,4,Merchant payments,2056426,1036249753
madhya-pradesh,2018,4,Financial Services,313540,43367243
madhya-pradesh,2018,4,Others,297532,259296894
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208
madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856
madhya-pradesh,2018,3,Merchant payments,784995,465390819
madhya-pradesh,2018,3,Financial Services,359440,46120458
madhya-pradesh,2018,3,Others,260780,212770861
madhya-pradesh,2023,2,Merchant payments,479498828,2.37E+11
madhya-pradesh,2023,2,Peer-to-peer payments,294125925,9.16E+11
madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741
madhya-pradesh,2023,2,Financial Services,248905,289207465
madhya-pradesh,2023,2,Others,579296,375754606
madhya-pradesh,2023,1,Merchant payments,404378350,2.08E+11
madhya-pradesh,2023,1,Peer-to-peer payments,263524301,8.09E+11
madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842
madhya-pradesh,2023,1,Financial Services,226835,236606773
madhya-pradesh,2023,1,Others,618522,393634973
madhya-pradesh,2023,3,Merchant payments,567760229,2.56E+11
madhya-pradesh,2023,3,Peer-to-peer payments,333209928,9.30E+11
madhya-pradesh,2023,3,Recharge & bill payments,76997837,51434802126
madhya-pradesh,2023,3,Financial Services,318662,408838885
madhya-pradesh,2023,3,Others,525937,344868455
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,3.49E+11
madhya-pradesh,2021,2,Merchant payments,77113464,58839392449
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398
madhya-pradesh,2021,2,Financial Services,188726,177313389
madhya-pradesh,2021,2,Others,526333,317753606
madhya-pradesh,2021,1,Merchant payments,84812245,50098244499
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,2.80E+11
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041
madhya-pradesh,2021,1,Financial Services,169378,161838389
madhya-pradesh,2021,1,Others,445569,274786748
madhya-pradesh,2021,4,Merchant payments,197193842,1.26E+11
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,5.07E+11
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779
madhya-pradesh,2021,4,Financial Services,247925,246488171
madhya-pradesh,2021,4,Others,996331,568617375
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,3.99E+11
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050
madhya-pradesh,2021,3,Financial Services,174454,180366422
madhya-pradesh,2021,3,Others,742972,408508699
odisha,2019,2,Peer-to-peer payments,16455353,41423292021
odisha,2019,2,Recharge & bill payments,7845252,1506620072
odisha,2019,2,Merchant payments,4827067,1664621261
odisha,2019,2,Financial Services,202705,20424212
odisha,2019,2,Others,181647,139897303
odisha,2019,1,Peer-to-peer payments,24117274,33342321630
odisha,2019,1,Recharge & bill payments,6713747,1120730273
odisha,2019,1,Merchant payments,2690762,821493664
odisha,2019,1,Financial Services,375910,34542738
odisha,2019,1,Others,134249,108039623
odisha,2019,4,Peer-to-peer payments,43284477,72966050937
odisha,2019,4,Recharge & bill payments,10629461,2290841668
odisha,2019,4,Merchant payments,10601703,4395710870
odisha,2019,4,Financial Services,323887,38782542
odisha,2019,4,Others,156105,77987614
odisha,2019,3,Peer-to-peer payments,18490877,51447586885
odisha,2019,3,Merchant payments,13984738,3895753253
odisha,2019,3,Recharge & bill payments,8565917,1806123698
odisha,2019,3,Financial Services,195034,31079934
odisha,2019,3,Others,185706,124033587
odisha,2022,2,Merchant payments,148544714,90369380298
odisha,2022,2,Peer-to-peer payments,134717859,4.06E+11
odisha,2022,2,Recharge & bill payments,29843263,13602640170
odisha,2022,2,Financial Services,88649,95050158
odisha,2022,2,Others,257113,174284263
odisha,2022,1,Peer-to-peer payments,118999900,3.64E+11
odisha,2022,1,Merchant payments,118108271,74302051597
odisha,2022,1,Recharge & bill payments,26083549,12133153536
odisha,2022,1,Financial Services,102802,118946014
odisha,2022,1,Others,338977,225699523
odisha,2022,4,Merchant payments,222167575,1.21E+11
odisha,2022,4,Peer-to-peer payments,186438654,5.12E+11
odisha,2022,4,Recharge & bill payments,36735289,18266150373
odisha,2022,4,Financial Services,132033,149681749
odisha,2022,4,Others,241192,205745557
odisha,2022,3,Merchant payments,188143417,1.03E+11
odisha,2022,3,Peer-to-peer payments,161912635,4.44E+11
odisha,2022,3,Recharge & bill payments,36270166,16916650473
odisha,2022,3,Financial Services,113961,114005498
odisha,2022,3,Others,247147,185902663
odisha,2020,2,Peer-to-peer payments,24520938,80990080777
odisha,2020,2,Recharge & bill payments,17040333,4551061364
odisha,2020,2,Merchant payments,8313965,6092753944
odisha,2020,2,Financial Services,66787,50322080
odisha,2020,2,Others,86553,48818444
odisha,2020,1,Peer-to-peer payments,27110930,82863844732
odisha,2020,1,Merchant payments,13269709,5738217250
odisha,2020,1,Recharge & bill payments,13083524,3253609732
odisha,2020,1,Financial Services,84037,27641460
odisha,2020,1,Others,134107,73485022
odisha,2020,4,Peer-to-peer payments,47588728,1.53E+11
odisha,2020,4,Merchant payments,27124765,19347472702
odisha,2020,4,Recharge & bill payments,17318073,5532179002
odisha,2020,4,Financial Services,106189,104419909
odisha,2020,4,Others,187195,109856053
odisha,2020,3,Peer-to-peer payments,34182172,1.07E+11
odisha,2020,3,Recharge & bill payments,17126851,5015719823
odisha,2020,3,Merchant payments,14519265,10242496366
odisha,2020,3,Financial Services,90736,84971747
odisha,2020,3,Others,114805,56087156
odisha,2018,2,Peer-to-peer payments,3989202,7621288195
odisha,2018,2,Recharge & bill payments,3307545,482823290
odisha,2018,2,Financial Services,472304,67829259
odisha,2018,2,Merchant payments,257628,213530873
odisha,2018,2,Others,131465,102838720
odisha,2018,1,Recharge & bill payments,2874109,331254466
odisha,2018,1,Peer-to-peer payments,2305610,4033548999
odisha,2018,1,Financial Services,323352,58099674
odisha,2018,1,Merchant payments,129659,112301341
odisha,2018,1,Others,177091,92427728
odisha,2018,4,Peer-to-peer payments,12285028,21804268077
odisha,2018,4,Recharge & bill payments,5142124,773017649
odisha,2018,4,Merchant payments,3061813,682181415
odisha,2018,4,Financial Services,495495,55534399
odisha,2018,4,Others,158338,114868029
odisha,2018,3,Peer-to-peer payments,24472139,22029087498
odisha,2018,3,Recharge & bill payments,3886392,605721781
odisha,2018,3,Financial Services,836547,97292154
odisha,2018,3,Merchant payments,729995,275532813
odisha,2018,3,Others,127082,86881527
odisha,2023,2,Merchant payments,282885225,1.47E+11
odisha,2023,2,Peer-to-peer payments,217285461,6.25E+11
odisha,2023,2,Recharge & bill payments,44095331,26269101096
odisha,2023,2,Financial Services,145204,188423267
odisha,2023,2,Others,186608,189209143
odisha,2023,1,Merchant payments,243616581,1.33E+11
odisha,2023,1,Peer-to-peer payments,198553747,5.96E+11
odisha,2023,1,Recharge & bill payments,40372356,24411906758
odisha,2023,1,Financial Services,127296,134484035
odisha,2023,1,Others,226108,210333528
odisha,2023,3,Merchant payments,337194096,1.60E+11
odisha,2023,3,Peer-to-peer payments,239288791,6.52E+11
odisha,2023,3,Recharge & bill payments,45575270,28052828938
odisha,2023,3,Financial Services,174288,272020312
odisha,2023,3,Others,165158,170875747
odisha,2021,2,Peer-to-peer payments,66929109,2.08E+11
odisha,2021,2,Merchant payments,39402607,29208847674
odisha,2021,2,Recharge & bill payments,25183699,8024323050
odisha,2021,2,Financial Services,102474,102761986
odisha,2021,2,Others,206448,122302396
odisha,2021,1,Peer-to-peer payments,54417515,1.81E+11
odisha,2021,1,Merchant payments,38180718,25201936762
odisha,2021,1,Recharge & bill payments,18633830,6552605937
odisha,2021,1,Financial Services,87263,95064023
odisha,2021,1,Others,141032,97693172
odisha,2021,4,Peer-to-peer payments,107560893,3.11E+11
odisha,2021,4,Merchant payments,99512650,63383870318
odisha,2021,4,Recharge & bill payments,26302130,10728834440
odisha,2021,4,Financial Services,133004,147526652
odisha,2021,4,Others,416689,286705478
odisha,2021,3,Peer-to-peer payments,85728576,2.51E+11
odisha,2021,3,Merchant payments,64268830,43316348173
odisha,2021,3,Recharge & bill payments,26943670,9025674783
odisha,2021,3,Financial Services,97213,112383446
odisha,2021,3,Others,324385,175452005
uttar-pradesh,2019,2,Peer-to-peer payments,27105049,87581482658
uttar-pradesh,2019,2,Recharge & bill payments,17551537,5627886175
uttar-pradesh,2019,2,Merchant payments,12733089,4894223107
uttar-pradesh,2019,2,Financial Services,264091,38169259
uttar-pradesh,2019,2,Others,1229734,775758168
uttar-pradesh,2019,1,Peer-to-peer payments,32062452,68506766330
uttar-pradesh,2019,1,Recharge & bill payments,15400713,4231102032
uttar-pradesh,2019,1,Merchant payments,8558766,3105904146
uttar-pradesh,2019,1,Financial Services,389733,43341558
uttar-pradesh,2019,1,Others,912840,637066065
uttar-pradesh,2019,4,Peer-to-peer payments,40540310,1.27E+11
uttar-pradesh,2019,4,Recharge & bill payments,24299776,9082140369
uttar-pradesh,2019,4,Merchant payments,20582052,9412924984
uttar-pradesh,2019,4,Financial Services,242936,45686806
uttar-pradesh,2019,4,Others,1239931,433285937
uttar-pradesh,2019,3,Peer-to-peer payments,26990786,95134023863
uttar-pradesh,2019,3,Recharge & bill payments,20359672,8000160942
uttar-pradesh,2019,3,Merchant payments,19625935,7399443975
uttar-pradesh,2019,3,Financial Services,258548,51363215
uttar-pradesh,2019,3,Others,1389018,683145478
uttar-pradesh,2022,2,Merchant payments,298721048,2.16E+11
uttar-pradesh,2022,2,Peer-to-peer payments,232444860,8.13E+11
uttar-pradesh,2022,2,Recharge & bill payments,62659780,37867966758
uttar-pradesh,2022,2,Financial Services,268349,285646084
uttar-pradesh,2022,2,Others,1204739,606123265
uttar-pradesh,2022,1,Merchant payments,221556930,1.66E+11
uttar-pradesh,2022,1,Peer-to-peer payments,195592648,6.85E+11
uttar-pradesh,2022,1,Recharge & bill payments,54873261,31683813998
uttar-pradesh,2022,1,Financial Services,358499,386218170
uttar-pradesh,2022,1,Others,1571908,750327356
uttar-pradesh,2022,4,Merchant payments,439247166,2.97E+11
uttar-pradesh,2022,4,Peer-to-peer payments,317613698,1.03E+12
uttar-pradesh,2022,4,Recharge & bill payments,78025017,48159073834
uttar-pradesh,2022,4,Financial Services,418329,430212917
uttar-pradesh,2022,4,Others,1064861,661985014
uttar-pradesh,2022,3,Merchant payments,361972506,2.32E+11
uttar-pradesh,2022,3,Peer-to-peer payments,267205027,8.45E+11
uttar-pradesh,2022,3,Recharge & bill payments,72984811,43854148172
uttar-pradesh,2022,3,Financial Services,367887,344330142
uttar-pradesh,2022,3,Others,1058841,601411350
uttar-pradesh,2020,2,Recharge & bill payments,42229417,14668026056
uttar-pradesh,2020,2,Peer-to-peer payments,39434202,1.50E+11
uttar-pradesh,2020,2,Merchant payments,18625913,13655151082
uttar-pradesh,2020,2,Financial Services,150360,131930242
uttar-pradesh,2020,2,Others,412073,209384339
uttar-pradesh,2020,1,Peer-to-peer payments,39581157,1.48E+11
uttar-pradesh,2020,1,Recharge & bill payments,29777603,11168417430
uttar-pradesh,2020,1,Merchant payments,26741638,13072371616
uttar-pradesh,2020,1,Financial Services,139990,64365117
uttar-pradesh,2020,1,Others,998744,376573949
uttar-pradesh,2020,4,Peer-to-peer payments,75433782,2.94E+11
uttar-pradesh,2020,4,Merchant payments,61922138,44438824680
uttar-pradesh,2020,4,Recharge & bill payments,39570153,17793973968
uttar-pradesh,2020,4,Financial Services,246868,255803306
uttar-pradesh,2020,4,Others,994576,539071475
uttar-pradesh,2020,3,Peer-to-peer payments,54449911,2.08E+11
uttar-pradesh,2020,3,Recharge & bill payments,37465163,16437365640
uttar-pradesh,2020,3,Merchant payments,34697942,24224433240
uttar-pradesh,2020,3,Financial Services,206210,194129227
uttar-pradesh,2020,3,Others,586033,303114557
uttar-pradesh,2018,2,Recharge & bill payments,9232131,2044535461
uttar-pradesh,2018,2,Peer-to-peer payments,6484369,22197440015
uttar-pradesh,2018,2,Merchant payments,909545,799920463
uttar-pradesh,2018,2,Financial Services,563213,105536911
uttar-pradesh,2018,2,Others,521685,572768843
uttar-pradesh,2018,1,Recharge & bill payments,7003704,1201827543
uttar-pradesh,2018,1,Peer-to-peer payments,4123625,11786969148
uttar-pradesh,2018,1,Merchant payments,442436,428301434
uttar-pradesh,2018,1,Financial Services,397328,75150444
uttar-pradesh,2018,1,Others,570712,447722351
uttar-pradesh,2018,4,Peer-to-peer payments,15804910,48836291123
uttar-pradesh,2018,4,Recharge & bill payments,11976808,3040717446
uttar-pradesh,2018,4,Merchant payments,6953857,2480267671
uttar-pradesh,2018,4,Financial Services,517619,76250539
uttar-pradesh,2018,4,Others,847573,663216794
uttar-pradesh,2018,3,Peer-to-peer payments,13828768,32944051606
uttar-pradesh,2018,3,Recharge & bill payments,9140873,2485029062
uttar-pradesh,2018,3,Merchant payments,2397448,1012726185
uttar-pradesh,2018,3,Financial Services,603303,76605144
uttar-pradesh,2018,3,Others,544964,493702369
uttar-pradesh,2023,2,Merchant payments,653469610,3.72E+11
uttar-pradesh,2023,2,Peer-to-peer payments,446787898,1.39E+12
uttar-pradesh,2023,2,Recharge & bill payments,109571801,73352450074
uttar-pradesh,2023,2,Financial Services,506431,562369291
uttar-pradesh,2023,2,Others,1074842,656302256
uttar-pradesh,2023,1,Merchant payments,520911142,3.24E+11
uttar-pradesh,2023,1,Peer-to-peer payments,383752815,1.25E+12
uttar-pradesh,2023,1,Recharge & bill payments,96225086,66101414555
uttar-pradesh,2023,1,Financial Services,486982,483872123
uttar-pradesh,2023,1,Others,1181697,726338627
uttar-pradesh,2023,3,Merchant payments,754249074,3.89E+11
uttar-pradesh,2023,3,Peer-to-peer payments,488395790,1.39E+12
uttar-pradesh,2023,3,Recharge & bill payments,110408404,76981859735
uttar-pradesh,2023,3,Financial Services,624941,798613229
uttar-pradesh,2023,3,Others,944257,593735370
uttar-pradesh,2021,2,Peer-to-peer payments,102927942,3.89E+11
uttar-pradesh,2021,2,Merchant payments,84860582,70351401159
uttar-pradesh,2021,2,Recharge & bill payments,53030710,22266927128
uttar-pradesh,2021,2,Financial Services,270944,266853066
uttar-pradesh,2021,2,Others,858953,525487682
uttar-pradesh,2021,1,Peer-to-peer payments,85539321,3.22E+11
uttar-pradesh,2021,1,Merchant payments,78873969,55362244381
uttar-pradesh,2021,1,Recharge & bill payments,38981894,18563189222
uttar-pradesh,2021,1,Financial Services,250656,266104783
uttar-pradesh,2021,1,Others,853707,486435811
uttar-pradesh,2021,4,Merchant payments,183966052,1.43E+11
uttar-pradesh,2021,4,Peer-to-peer payments,167503176,6.01E+11
uttar-pradesh,2021,4,Recharge & bill payments,52863531,28812549097
uttar-pradesh,2021,4,Financial Services,353219,386356976
uttar-pradesh,2021,4,Others,1471954,829152405
uttar-pradesh,2021,3,Peer-to-peer payments,127945827,4.41E+11
uttar-pradesh,2021,3,Merchant payments,126699830,91089049637
uttar-pradesh,2021,3,Recharge & bill payments,50414232,24348150109
uttar-pradesh,2021,3,Financial Services,253418,292009129
uttar-pradesh,2021,3,Others,1230077,624716522
tamil-nadu,2019,2,Peer-to-peer payments,16952961,57924128549
tamil-nadu,2019,2,Recharge & bill payments,8414514,3280033639
tamil-nadu,2019,2,Merchant payments,6296995,2690331792
tamil-nadu,2019,2,Financial Services,70142,18334602
tamil-nadu,2019,2,Others,437125,294847441
tamil-nadu,2019,1,Peer-to-peer payments,18645926,51296299081
tamil-nadu,2019,1,Recharge & bill payments,8863289,2695317014
tamil-nadu,2019,1,Merchant payments,4195222,1924461188
tamil-nadu,2019,1,Financial Services,193261,31217137
tamil-nadu,2019,1,Others,377347,256742393
tamil-nadu,2019,4,Peer-to-peer payments,28814008,91858026341
tamil-nadu,2019,4,Merchant payments,16153034,6420193204
tamil-nadu,2019,4,Recharge & bill payments,11157765,4681454397
tamil-nadu,2019,4,Financial Services,60624,24332240
tamil-nadu,2019,4,Others,410980,206859328
tamil-nadu,2019,3,Peer-to-peer payments,21277636,70615331408
tamil-nadu,2019,3,Merchant payments,10344027,4079315732
tamil-nadu,2019,3,Recharge & bill payments,9246678,3964144354
tamil-nadu,2019,3,Financial Services,88261,27213741
tamil-nadu,2019,3,Others,453581,273599406
tamil-nadu,2022,2,Merchant payments,179245529,1.01E+11
tamil-nadu,2022,2,Peer-to-peer payments,136341691,4.64E+11
tamil-nadu,2022,2,Recharge & bill payments,38257271,24477663683
tamil-nadu,2022,2,Financial Services,202498,233054908
tamil-nadu,2022,2,Others,459948,277767177
tamil-nadu,2022,1,Merchant payments,139788772,81798208975
tamil-nadu,2022,1,Peer-to-peer payments,119383791,4.10E+11
tamil-nadu,2022,1,Recharge & bill payments,34579431,20705079141
tamil-nadu,2022,1,Financial Services,241201,298216135
tamil-nadu,2022,1,Others,579955,355987089
tamil-nadu,2022,4,Merchant payments,229308285,1.19E+11
tamil-nadu,2022,4,Peer-to-peer payments,162920305,5.27E+11
tamil-nadu,2022,4,Recharge & bill payments,43391904,29719449171
tamil-nadu,2022,4,Financial Services,295740,334812023
tamil-nadu,2022,4,Others,400402,275988847
tamil-nadu,2022,3,Merchant payments,202149276,1.10E+11
tamil-nadu,2022,3,Peer-to-peer payments,148805657,4.94E+11
tamil-nadu,2022,3,Recharge & bill payments,41919063,27694221703
tamil-nadu,2022,3,Financial Services,217741,238069828
tamil-nadu,2022,3,Others,404438,265434770
tamil-nadu,2020,2,Peer-to-peer payments,21700844,82347647064
tamil-nadu,2020,2,Recharge & bill payments,18474731,6414781159
tamil-nadu,2020,2,Merchant payments,11477546,6909361871
tamil-nadu,2020,2,Financial Services,78584,89189349
tamil-nadu,2020,2,Others,138405,65529451
tamil-nadu,2020,1,Peer-to-peer payments,30880360,1.02E+11
tamil-nadu,2020,1,Merchant payments,21541556,8950736938
tamil-nadu,2020,1,Recharge & bill payments,14134259,5493239429
tamil-nadu,2020,1,Financial Services,61427,41422107
tamil-nadu,2020,1,Others,335871,176604658
tamil-nadu,2020,4,Peer-to-peer payments,47800741,1.72E+11
tamil-nadu,2020,4,Merchant payments,41297305,24417758781
tamil-nadu,2020,4,Recharge & bill payments,21563946,9462546013
tamil-nadu,2020,4,Financial Services,153044,186775413
tamil-nadu,2020,4,Others,364665,209735503
tamil-nadu,2020,3,Peer-to-peer payments,31754077,1.24E+11
tamil-nadu,2020,3,Merchant payments,20664887,12554589575
tamil-nadu,2020,3,Recharge & bill payments,17521756,7476952307
tamil-nadu,2020,3,Financial Services,129671,158512062
tamil-nadu,2020,3,Others,207434,90281020
tamil-nadu,2018,2,Recharge & bill payments,4464677,1189892955
tamil-nadu,2018,2,Peer-to-peer payments,4433762,18067624388
tamil-nadu,2018,2,Merchant payments,627918,517130320
tamil-nadu,2018,2,Financial Services,167035,65402385
tamil-nadu,2018,2,Others,298736,285794226
tamil-nadu,2018,1,Recharge & bill payments,3308548,646028338
tamil-nadu,2018,1,Peer-to-peer payments,2670613,10031518934
tamil-nadu,2018,1,Merchant payments,326510,272002057
tamil-nadu,2018,1,Financial Services,115363,31876073
tamil-nadu,2018,1,Others,305588,280132294
tamil-nadu,2018,4,Peer-to-peer payments,11538547,39180083690
tamil-nadu,2018,4,Recharge & bill payments,7093764,2020329567
tamil-nadu,2018,4,Merchant payments,3145621,1742903221
tamil-nadu,2018,4,Financial Services,228398,46571758
tamil-nadu,2018,4,Others,451114,312185737
tamil-nadu,2018,3,Peer-to-peer payments,8810836,26792462660
tamil-nadu,2018,3,Recharge & bill payments,5148411,1521551955
tamil-nadu,2018,3,Merchant payments,1290978,733189649
tamil-nadu,2018,3,Financial Services,191732,37049222
tamil-nadu,2018,3,Others,332121,245838753
tamil-nadu,2023,2,Merchant payments,270279446,1.33E+11
tamil-nadu,2023,2,Peer-to-peer payments,181169979,6.03E+11
tamil-nadu,2023,2,Recharge & bill payments,46387359,39784453434
tamil-nadu,2023,2,Financial Services,273888,317118374
tamil-nadu,2023,2,Others,318966,243058635
tamil-nadu,2023,1,Merchant payments,248540772,1.24E+11
tamil-nadu,2023,1,Peer-to-peer payments,169269032,5.55E+11
tamil-nadu,2023,1,Recharge & bill payments,42745926,36069237413
tamil-nadu,2023,1,Financial Services,281287,303893116
tamil-nadu,2023,1,Others,375370,281926174
tamil-nadu,2023,3,Merchant payments,309648502,1.47E+11
tamil-nadu,2023,3,Peer-to-peer payments,198678217,6.42E+11
tamil-nadu,2023,3,Recharge & bill payments,47138716,43398412878
tamil-nadu,2023,3,Financial Services,320645,373041817
tamil-nadu,2023,3,Others,298928,228563326
tamil-nadu,2021,2,Peer-to-peer payments,60812902,2.16E+11
tamil-nadu,2021,2,Merchant payments,52048347,33504798112
tamil-nadu,2021,2,Recharge & bill payments,32753032,13155346942
tamil-nadu,2021,2,Financial Services,192614,225113402
tamil-nadu,2021,2,Others,351547,223054882
tamil-nadu,2021,1,Peer-to-peer payments,57446279,2.06E+11
tamil-nadu,2021,1,Merchant payments,53811885,30722779534
tamil-nadu,2021,1,Recharge & bill payments,24826273,11115915388
tamil-nadu,2021,1,Financial Services,170620,215319360
tamil-nadu,2021,1,Others,301617,208899281
tamil-nadu,2021,4,Merchant payments,117578360,70539086832
tamil-nadu,2021,4,Peer-to-peer payments,104493071,3.54E+11
tamil-nadu,2021,4,Recharge & bill payments,36163870,18979178477
tamil-nadu,2021,4,Financial Services,228761,275850497
tamil-nadu,2021,4,Others,691914,400412189
tamil-nadu,2021,3,Merchant payments,85074941,52932187058
tamil-nadu,2021,3,Peer-to-peer payments,83833356,2.96E+11
tamil-nadu,2021,3,Recharge & bill payments,34751691,15613287081
tamil-nadu,2021,3,Financial Services,182097,246146707
tamil-nadu,2021,3,Others,515319,294622911
sikkim,2019,2,Peer-to-peer payments,172125,674044301
sikkim,2019,2,Recharge & bill payments,142582,32535297
sikkim,2019,2,Merchant payments,66722,28248001
sikkim,2019,2,Financial Services,2294,310197
sikkim,2019,2,Others,4521,3756445
sikkim,2019,1,Peer-to-peer payments,121984,422987999
sikkim,2019,1,Recharge & bill payments,96878,20711589
sikkim,2019,1,Merchant payments,18346,11837344
sikkim,2019,1,Financial Services,1225,191594
sikkim,2019,1,Others,1854,2265105
sikkim,2019,4,Peer-to-peer payments,508471,1086457147
sikkim,2019,4,Recharge & bill payments,181287,42705664
sikkim,2019,4,Merchant payments,73992,43954548
sikkim,2019,4,Financial Services,373,494076
sikkim,2019,4,Others,2947,2898164
sikkim,2019,3,Peer-to-peer payments,203052,794235862
sikkim,2019,3,Merchant payments,188753,52337322
sikkim,2019,3,Recharge & bill payments,156125,33922224
sikkim,2019,3,Financial Services,288,548142
sikkim,2019,3,Others,4218,3672895
sikkim,2022,2,Peer-to-peer payments,1198014,4596501308
sikkim,2022,2,Merchant payments,706658,847497607
sikkim,2022,2,Recharge & bill payments,411189,162174479
sikkim,2022,2,Financial Services,1758,1861284
sikkim,2022,2,Others,4462,3070990
sikkim,2022,1,Peer-to-peer payments,916940,3650961081
sikkim,2022,1,Merchant payments,449273,570784579
sikkim,2022,1,Recharge & bill payments,371579,139135962
sikkim,2022,1,Financial Services,2124,3062332
sikkim,2022,1,Others,4386,3487320
sikkim,2022,4,Peer-to-peer payments,1548662,5175155338
sikkim,2022,4,Merchant payments,1033541,1096220774
sikkim,2022,4,Recharge & bill payments,470639,181281682
sikkim,2022,4,Financial Services,2049,2701971
sikkim,2022,4,Others,3448,3025622
sikkim,2022,3,Peer-to-peer payments,1222037,4173703593
sikkim,2022,3,Merchant payments,772650,830361400
sikkim,2022,3,Recharge & bill payments,397207,153567926
sikkim,2022,3,Financial Services,1538,2851319
sikkim,2022,3,Others,3326,2396303
sikkim,2020,2,Recharge & bill payments,297620,78397187
sikkim,2020,2,Peer-to-peer payments,186495,939900165
sikkim,2020,2,Merchant payments,31442,34385184
sikkim,2020,2,Financial Services,883,999656
sikkim,2020,2,Others,1291,936594
sikkim,2020,1,Peer-to-peer payments,230413,954765350
sikkim,2020,1,Recharge & bill payments,215586,53588505
sikkim,2020,1,Merchant payments,79881,43201695
sikkim,2020,1,Financial Services,345,175569
sikkim,2020,1,Others,1893,1745150
sikkim,2020,4,Peer-to-peer payments,334069,1711730126
sikkim,2020,4,Recharge & bill payments,301382,90168624
sikkim,2020,4,Merchant payments,95503,112478003
sikkim,2020,4,Financial Services,1427,2361187
sikkim,2020,4,Others,2654,2537863
sikkim,2020,3,Recharge & bill payments,298885,83894642
sikkim,2020,3,Peer-to-peer payments,245087,1255521152
sikkim,2020,3,Merchant payments,49299,58337178
sikkim,2020,3,Financial Services,1252,1795366
sikkim,2020,3,Others,1912,1378387
sikkim,2018,2,Recharge & bill payments,45435,9465769
sikkim,2018,2,Peer-to-peer payments,24237,127051984
sikkim,2018,2,Merchant payments,2556,4713227
sikkim,2018,2,Financial Services,562,218130
sikkim,2018,2,Others,1788,2243974
sikkim,2018,1,Recharge & bill payments,26965,4823943
sikkim,2018,1,Peer-to-peer payments,13559,56334584
sikkim,2018,1,Merchant payments,1349,1677583
sikkim,2018,1,Financial Services,608,86906
sikkim,2018,1,Others,1597,1727920
sikkim,2018,4,Recharge & bill payments,79232,16713780
sikkim,2018,4,Peer-to-peer payments,65451,351253329
sikkim,2018,4,Merchant payments,7452,12637809
sikkim,2018,4,Financial Services,717,596472
sikkim,2018,4,Others,1681,1939965
sikkim,2018,3,Recharge & bill payments,58421,12221506
sikkim,2018,3,Peer-to-peer payments,43195,215547415
sikkim,2018,3,Merchant payments,4521,5322296
sikkim,2018,3,Financial Services,562,261766
sikkim,2018,3,Others,1801,1727241
sikkim,2023,2,Peer-to-peer payments,2196285,6799375282
sikkim,2023,2,Merchant payments,1616549,1523202088
sikkim,2023,2,Recharge & bill payments,594826,251468530
sikkim,2023,2,Financial Services,2790,3457083
sikkim,2023,2,Others,2517,2847453
sikkim,2023,1,Peer-to-peer payments,1779090,5451626602
sikkim,2023,1,Merchant payments,1067585,1091745064
sikkim,2023,1,Recharge & bill payments,543957,213517668
sikkim,2023,1,Financial Services,2603,2801184
sikkim,2023,1,Others,2893,2877504
sikkim,2023,3,Peer-to-peer payments,2187102,6245427022
sikkim,2023,3,Merchant payments,2011690,1619166618
sikkim,2023,3,Recharge & bill payments,600784,233423001
sikkim,2023,3,Financial Services,3289,7262131
sikkim,2023,3,Others,2072,1958649
sikkim,2021,2,Peer-to-peer payments,473141,2125758496
sikkim,2021,2,Recharge & bill payments,345495,103846501
sikkim,2021,2,Merchant payments,153671,190473176
sikkim,2021,2,Financial Services,1865,2851874
sikkim,2021,2,Others,2542,1969531
sikkim,2021,1,Peer-to-peer payments,403703,1965492629
sikkim,2021,1,Recharge & bill payments,279679,93174110
sikkim,2021,1,Merchant payments,112925,154183320
sikkim,2021,1,Financial Services,1844,3027799
sikkim,2021,1,Others,2038,1789867
sikkim,2021,4,Peer-to-peer payments,831597,3548508409
sikkim,2021,4,Recharge & bill payments,376078,136473754
sikkim,2021,4,Merchant payments,369343,504586163
sikkim,2021,4,Financial Services,2269,3162023
sikkim,2021,4,Others,5058,4052910
sikkim,2021,3,Peer-to-peer payments,595826,2582075089
