State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount
telangana,2023,2,Merchant payments,977182965,4.29E+11
telangana,2023,2,Peer-to-peer payments,593322476,2.16E+12
telangana,2023,2,Recharge & bill payments,94107914,1.12E+11
telangana,2023,2,Financial Services,354045,517795343
telangana,2023,2,Others,463571,507337241
telangana,2023,1,Merchant payments,830385203,3.70E+11
telangana,2023,1,Peer-to-peer payments,522865792,1.90E+12
telangana,2023,1,Recharge & bill payments,86187673,1.03E+11
telangana,2023,1,Financial Services,326874,458821191
telangana,2023,1,Others,565916,560179944
telangana,2023,3,Merchant payments,1128208049,4.81E+11
telangana,2023,3,Peer-to-peer payments,647331506,2.27E+12
telangana,2023,3,Recharge & bill payments,98661838,1.16E+11
telangana,2023,3,Financial Services,420147,666845736
telangana,2023,3,Others,424384,478544808
telangana,2021,2,Peer-to-peer payments,230861833,8.72E+11
telangana,2021,2,Merchant payments,205232899,1.23E+11
telangana,2021,2,Recharge & bill payments,58637866,31877277168
telangana,2021,2,Financial Services,278546,300569264
telangana,2021,2,Others,856400,420723415
telangana,2021,1,Merchant payments,185230619,95927278280
telangana,2021,1,Peer-to-peer payments,179738195,6.76E+11
telangana,2021,1,Recharge & bill payments,46371555,26447601338
telangana,2021,1,Financial Services,262473,320153410
telangana,2021,1,Others,969268,387877900
telangana,2021,4,Merchant payments,376584215,2.13E+11
telangana,2021,4,Peer-to-peer payments,331774591,1.20E+12
telangana,2021,4,Recharge & bill payments,66477036,44760398983
telangana,2021,4,Financial Services,298871,392141743
telangana,2021,4,Others,855060,639658842
telangana,2021,3,Merchant payments,286735350,1.59E+11
telangana,2021,3,Peer-to-peer payments,271436926,9.82E+11
telangana,2021,3,Recharge & bill payments,62744121,36434881136
telangana,2021,3,Financial Services,235519,329138539
telangana,2021,3,Others,1734852,543116826
kerala,2019,2,Peer-to-peer payments,3519528,11630623424
kerala,2019,2,Recharge & bill payments,2711299,768892057
kerala,2019,2,Merchant payments,937130,569545842
kerala,2019,2,Financial Services,38869,5823291
kerala,2019,2,Others,77000,56486944
kerala,2019,1,Peer-to-peer payments,3601116,9314451112
kerala,2019,1,Recharge & bill payments,2180915,498453895
kerala,2019,1,Merchant payments,550707,371997848
kerala,2019,1,Financial Services,77652,7808573
kerala,2019,1,Others,58649,42319704
kerala,2019,4,Peer-to-peer payments,5859068,18537483865
kerala,2019,4,Recharge & bill payments,4097032,1287955351
kerala,2019,4,Merchant payments,2418428,1268704040
kerala,2019,4,Financial Services,50728,10816332
kerala,2019,4,Others,73381,46367047
kerala,2019,3,Peer-to-peer payments,4181954,14433990011
kerala,2019,3,Recharge & bill payments,3431236,1051007778
kerala,2019,3,Merchant payments,1497029,879510566
kerala,2019,3,Financial Services,96130,8910528
kerala,2019,3,Others,79747,56390837
kerala,2022,2,Merchant payments,55730158,34395023155
kerala,2022,2,Peer-to-peer payments,35630060,1.13E+11
kerala,2022,2,Recharge & bill payments,14701207,7230489227
kerala,2022,2,Financial Services,110336,133436809
kerala,2022,2,Others,193561,123664236
kerala,2022,1,Merchant payments,47778743,28685388646
kerala,2022,1,Peer-to-peer payments,33089518,1.05E+11
kerala,2022,1,Recharge & bill payments,14042317,6373570715
kerala,2022,1,Financial Services,134370,158926455
kerala,2022,1,Others,236017,147786423
kerala,2022,4,Merchant payments,74647115,40607857085
kerala,2022,4,Peer-to-peer payments,42471676,1.25E+11
kerala,2022,4,Recharge & bill payments,15520670,8075692517
kerala,2022,4,Financial Services,164334,191307058
kerala,2022,4,Others,156673,120224235
kerala,2022,3,Merchant payments,64984061,37852759989
kerala,2022,3,Peer-to-peer payments,38774832,1.16E+11
kerala,2022,3,Recharge & bill payments,15289755,7709237374
kerala,2022,3,Financial Services,146673,162861560
kerala,2022,3,Others,167583,121557246
kerala,2020,2,Recharge & bill payments,7709714,2452435028
kerala,2020,2,Peer-to-peer payments,5603046,21309983654
kerala,2020,2,Merchant payments,2888260,2075701451
kerala,2020,2,Financial Services,40501,32921115
kerala,2020,2,Others,46446,23037227
kerala,2020,1,Peer-to-peer payments,6634439,22862907701
kerala,2020,1,Recharge & bill payments,5507580,1716538277
kerala,2020,1,Merchant payments,3485036,1810329140
kerala,2020,1,Financial Services,38050,17160614
kerala,2020,1,Others,68417,44149097
kerala,2020,4,Peer-to-peer payments,12941135,45686395927
kerala,2020,4,Merchant payments,10990709,7695667406
kerala,2020,4,Recharge & bill payments,9167428,3238199947
kerala,2020,4,Financial Services,73833,69202344
kerala,2020,4,Others,115082,65791020
kerala,2020,3,Peer-to-peer payments,8590587,33346812213
kerala,2020,3,Recharge & bill payments,7932950,2688361345
kerala,2020,3,Merchant payments,5065205,4016995193
kerala,2020,3,Financial Services,94130,76828720
kerala,2020,3,Others,75808,35153178
kerala,2018,2,Recharge & bill payments,1230869,248080143
kerala,2018,2,Peer-to-peer payments,848291,3436199589
kerala,2018,2,Merchant payments,131217,144501582
kerala,2018,2,Financial Services,41100,12355589
kerala,2018,2,Others,56688,45786439
kerala,2018,1,Recharge & bill payments,988774,157311821
kerala,2018,1,Peer-to-peer payments,600205,2107288314
kerala,2018,1,Merchant payments,72164,82919383
kerala,2018,1,Financial Services,40170,7957491
kerala,2018,1,Others,70067,47197742
kerala,2018,4,Peer-to-peer payments,2073960,6959805154
kerala,2018,4,Recharge & bill payments,1679897,351296525
kerala,2018,4,Merchant payments,417114,378857199
kerala,2018,4,Financial Services,75084,10063656
kerala,2018,4,Others,64599,47338700
kerala,2018,3,Peer-to-peer payments,1425259,4823239268
kerala,2018,3,Recharge & bill payments,1407588,296352497
kerala,2018,3,Merchant payments,210974,160705488
kerala,2018,3,Financial Services,37286,6170643
kerala,2018,3,Others,53241,36557326
kerala,2023,2,Merchant payments,90195971,49220348954
kerala,2023,2,Peer-to-peer payments,48068911,1.47E+11
kerala,2023,2,Recharge & bill payments,17613119,11702913951
kerala,2023,2,Financial Services,162540,193012060
kerala,2023,2,Others,130076,122278822
kerala,2023,1,Merchant payments,84583249,44370168231
kerala,2023,1,Peer-to-peer payments,46080274,1.38E+11
kerala,2023,1,Recharge & bill payments,16629085,10446589963
kerala,2023,1,Financial Services,160843,201389795
kerala,2023,1,Others,168114,141022419
kerala,2023,3,Merchant payments,100971920,54395884988
kerala,2023,3,Peer-to-peer payments,51765006,1.53E+11
kerala,2023,3,Recharge & bill payments,17617414,12247443070
kerala,2023,3,Financial Services,186185,243267285
kerala,2023,3,Others,118126,112033305
kerala,2021,2,Peer-to-peer payments,17026648,58152644526
kerala,2021,2,Merchant payments,16135060,11263178335
kerala,2021,2,Recharge & bill payments,13809151,4645548909
kerala,2021,2,Financial Services,88830,88370679
kerala,2021,2,Others,131344,77063984
kerala,2021,1,Peer-to-peer payments,16209203,55336812492
kerala,2021,1,Merchant payments,16105923,10058436408
kerala,2021,1,Recharge & bill payments,9837385,3732534739
kerala,2021,1,Financial Services,68012,69655547
kerala,2021,1,Others,95819,63530974
kerala,2021,4,Merchant payments,38574904,24589454633
kerala,2021,4,Peer-to-peer payments,29075528,92774490034
kerala,2021,4,Recharge & bill payments,13781815,5689390023
kerala,2021,4,Financial Services,108232,128238698
kerala,2021,4,Others,283262,160563553
kerala,2021,3,Merchant payments,25402350,17877677018
kerala,2021,3,Peer-to-peer payments,23378091,78598482305
kerala,2021,3,Recharge & bill payments,13979407,5008396079
kerala,2021,3,Financial Services,85730,101460242
kerala,2021,3,Others,182688,100146127
jharkhand,2019,2,Peer-to-peer payments,5155937,17044444613
jharkhand,2019,2,Recharge & bill payments,2734377,562210324
jharkhand,2019,2,Merchant payments,2049311,862186711
jharkhand,2019,2,Financial Services,67479,51588987
jharkhand,2019,2,Others,121107,102270668
jharkhand,2019,1,Peer-to-peer payments,5952105,12664709652
jharkhand,2019,1,Recharge & bill payments,2347079,440323945
jharkhand,2019,1,Merchant payments,892826,391616776
jharkhand,2019,1,Financial Services,105558,47227410
jharkhand,2019,1,Others,90140,83358664
jharkhand,2019,4,Peer-to-peer payments,10301226,25360155657
jharkhand,2019,4,Recharge & bill payments,4390094,966539484
jharkhand,2019,4,Merchant payments,3359590,1725990595
jharkhand,2019,4,Financial Services,104630,45850806
jharkhand,2019,4,Others,93078,49211833
jharkhand,2019,3,Peer-to-peer payments,5708187,19050145624
jharkhand,2019,3,Merchant payments,4766457,1494546030
jharkhand,2019,3,Recharge & bill payments,3527625,754845093
jharkhand,2019,3,Financial Services,103620,80276391
jharkhand,2019,3,Others,114758,86160853
jharkhand,2022,2,Merchant payments,67435024,44149892984
jharkhand,2022,2,Peer-to-peer payments,52086790,1.75E+11
jharkhand,2022,2,Recharge & bill payments,13145888,6119623547
jharkhand,2022,2,Financial Services,50361,53281830
jharkhand,2022,2,Others,207212,104530269
jharkhand,2022,1,Merchant payments,53218047,35404682302
jharkhand,2022,1,Peer-to-peer payments,45881799,1.53E+11
jharkhand,2022,1,Recharge & bill payments,11502811,5765898871
jharkhand,2022,1,Financial Services,67502,72095750
jharkhand,2022,1,Others,241051,130193505
jharkhand,2022,4,Merchant payments,91863987,57173653531
jharkhand,2022,4,Peer-to-peer payments,68045210,2.13E+11
jharkhand,2022,4,Recharge & bill payments,15110623,7625380765
jharkhand,2022,4,Financial Services,81074,89276259
jharkhand,2022,4,Others,199198,129776494
jharkhand,2022,3,Merchant payments,74816586,45850919744
jharkhand,2022,3,Peer-to-peer payments,57285937,1.77E+11
jharkhand,2022,3,Recharge & bill payments,14462031,6838978157
jharkhand,2022,3,Financial Services,68467,69016067
jharkhand,2022,3,Others,182311,104503812
jharkhand,2020,2,Peer-to-peer payments,8724053,32662370316
jharkhand,2020,2,Recharge & bill payments,7538593,1987320466
jharkhand,2020,2,Merchant payments,3753633,2662438204
jharkhand,2020,2,Financial Services,56553,130249402
jharkhand,2020,2,Others,68679,43823586
jharkhand,2020,1,Peer-to-peer payments,8196850,29875044416
jharkhand,2020,1,Recharge & bill payments,5454093,1358517296
jharkhand,2020,1,Merchant payments,4499942,2298726414
jharkhand,2020,1,Financial Services,46483,31523887
jharkhand,2020,1,Others,85345,47420137
jharkhand,2020,4,Peer-to-peer payments,17120664,60733288288
jharkhand,2020,4,Merchant payments,14168381,9347677563
jharkhand,2020,4,Recharge & bill payments,7945996,2582828438
jharkhand,2020,4,Financial Services,60989,63947540
jharkhand,2020,4,Others,135603,77432999
jharkhand,2020,3,Peer-to-peer payments,11984094,43128110246
jharkhand,2020,3,Merchant payments,7728846,5163578368
jharkhand,2020,3,Recharge & bill payments,7211293,2217657034
jharkhand,2020,3,Financial Services,56918,63233533
jharkhand,2020,3,Others,87322,50036637
jharkhand,2018,2,Recharge & bill payments,1398777,208894647
jharkhand,2018,2,Peer-to-peer payments,1375872,4205862516
jharkhand,2018,2,Financial Services,160637,65554548
jharkhand,2018,2,Merchant payments,130339,138889079
jharkhand,2018,2,Others,86455,102374867
jharkhand,2018,1,Recharge & bill payments,1095857,132181815
jharkhand,2018,1,Peer-to-peer payments,809459,2036315435
jharkhand,2018,1,Financial Services,107755,45483178
jharkhand,2018,1,Merchant payments,66299,66465337
jharkhand,2018,1,Others,99551,93740623
jharkhand,2018,4,Peer-to-peer payments,3325473,9414019816
jharkhand,2018,4,Recharge & bill payments,1885135,328077093
jharkhand,2018,4,Merchant payments,845956,373435992
jharkhand,2018,4,Financial Services,136918,36357465
jharkhand,2018,4,Others,90561,90026272
jharkhand,2018,3,Peer-to-peer payments,6003688,8142915751
jharkhand,2018,3,Recharge & bill payments,1539476,256930062
jharkhand,2018,3,Merchant payments,287427,155059935
jharkhand,2018,3,Financial Services,216343,38182603
jharkhand,2018,3,Others,75687,68483065
jharkhand,2023,2,Merchant payments,156552949,85510419374
jharkhand,2023,2,Peer-to-peer payments,107475200,3.24E+11
jharkhand,2023,2,Recharge & bill payments,24866991,12206164188
jharkhand,2023,2,Financial Services,101922,101245470
jharkhand,2023,2,Others,236831,136219578
jharkhand,2023,1,Merchant payments,126431470,72343574616
jharkhand,2023,1,Peer-to-peer payments,91879570,2.84E+11
jharkhand,2023,1,Recharge & bill payments,21800176,11236559383
jharkhand,2023,1,Financial Services,99366,97678666
jharkhand,2023,1,Others,247521,144978282
jharkhand,2023,3,Merchant payments,176986470,87850272164
jharkhand,2023,3,Peer-to-peer payments,116215262,3.17E+11
jharkhand,2023,3,Recharge & bill payments,24694215,12857936385
jharkhand,2023,3,Financial Services,126439,166648089
jharkhand,2023,3,Others,215040,124466121
jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965
jharkhand,2021,2,Merchant payments,19041292,14731458451
jharkhand,2021,2,Recharge & bill payments,10583445,3531023352
jharkhand,2021,2,Financial Services,54379,57959229
jharkhand,2021,2,Others,138461,75088312
jharkhand,2021,1,Peer-to-peer payments,19151083,69198235576
jharkhand,2021,1,Merchant payments,17489113,11545580927
jharkhand,2021,1,Recharge & bill payments,7826608,2888409672
jharkhand,2021,1,Financial Services,50526,54836609
jharkhand,2021,1,Others,104333,62290337
jharkhand,2021,4,Merchant payments,45007900,30397134744
jharkhand,2021,4,Peer-to-peer payments,39476282,1.30E+11
jharkhand,2021,4,Recharge & bill payments,11173974,4920513757
jharkhand,2021,4,Financial Services,72802,82938673
jharkhand,2021,4,Others,278084,154856720
jharkhand,2021,3,Peer-to-peer payments,30113326,97742557031
jharkhand,2021,3,Merchant payments,29687162,19954619973
jharkhand,2021,3,Recharge & bill payments,10742405,4029136911
jharkhand,2021,3,Financial Services,51289,65035270
jharkhand,2021,3,Others,201520,99665931
arunachal-pradesh,2019,2,Recharge & bill payments,131988,30420803
arunachal-pradesh,2019,2,Peer-to-peer payments,106527,704237943
arunachal-pradesh,2019,2,Merchant payments,16828,13955724
arunachal-pradesh,2019,2,Financial Services,267,160660
arunachal-pradesh,2019,2,Others,3046,3880742
arunachal-pradesh,2019,1,Recharge & bill payments,121303,26796894
arunachal-pradesh,2019,1,Peer-to-peer payments,93494,568554821
arunachal-pradesh,2019,1,Merchant payments,9214,11727218
arunachal-pradesh,2019,1,Financial Services,256,140622
arunachal-pradesh,2019,1,Others,2239,2730548
arunachal-pradesh,2019,4,Recharge & bill payments,259183,63516906
arunachal-pradesh,2019,4,Peer-to-peer payments,177833,1100137447
arunachal-pradesh,2019,4,Merchant payments,19769,23192271
arunachal-pradesh,2019,4,Financial Services,314,305379
arunachal-pradesh,2019,4,Others,2376,3421174
arunachal-pradesh,2019,3,Recharge & bill payments,216228,50946104
arunachal-pradesh,2019,3,Peer-to-peer payments,133484,841037395
arunachal-pradesh,2019,3,Merchant payments,16900,17178248
arunachal-pradesh,2019,3,Financial Services,864,64089
arunachal-pradesh,2019,3,Others,2758,3419197
arunachal-pradesh,2022,2,Peer-to-peer payments,1751568,7627061474
arunachal-pradesh,2022,2,Merchant payments,1108353,1255513517
arunachal-pradesh,2022,2,Recharge & bill payments,688770,241162643
arunachal-pradesh,2022,2,Financial Services,2466,4063469
arunachal-pradesh,2022,2,Others,5768,3864269
arunachal-pradesh,2022,1,Peer-to-peer payments,1403584,6670641250
arunachal-pradesh,2022,1,Merchant payments,720803,917155358
arunachal-pradesh,2022,1,Recharge & bill payments,670576,231933129
arunachal-pradesh,2022,1,Financial Services,3053,3359625
arunachal-pradesh,2022,1,Others,6052,5002264
arunachal-pradesh,2022,4,Peer-to-peer payments,2251135,7768088687
arunachal-pradesh,2022,4,Merchant payments,1704968,1669602212
arunachal-pradesh,2022,4,Recharge & bill payments,669151,239412553
arunachal-pradesh,2022,4,Financial Services,2617,3785469
arunachal-pradesh,2022,4,Others,4838,4020773
arunachal-pradesh,2022,3,Peer-to-peer payments,1967086,7365427284
arunachal-pradesh,2022,3,Merchant payments,1316326,1413247143
arunachal-pradesh,2022,3,Recharge & bill payments,649322,238448083
arunachal-pradesh,2022,3,Financial Services,1997,4763324
arunachal-pradesh,2022,3,Others,4687,3224948
arunachal-pradesh,2020,2,Recharge & bill payments,522495,145198528
arunachal-pradesh,2020,2,Peer-to-peer payments,247861,1630654426
arunachal-pradesh,2020,2,Merchant payments,35169,46446966
arunachal-pradesh,2020,2,Financial Services,1310,2655507
arunachal-pradesh,2020,2,Others,1939,1761404
arunachal-pradesh,2020,1,Recharge & bill payments,329834,86011654
arunachal-pradesh,2020,1,Peer-to-peer payments,203429,1263912288
arunachal-pradesh,2020,1,Merchant payments,31181,28553052
arunachal-pradesh,2020,1,Financial Services,470,337812
arunachal-pradesh,2020,1,Others,2261,2943873
arunachal-pradesh,2020,4,Peer-to-peer payments,522019,3254744938
arunachal-pradesh,2020,4,Recharge & bill payments,513895,152389181
arunachal-pradesh,2020,4,Merchant payments,167387,156682926
arunachal-pradesh,2020,4,Financial Services,1749,2391651
arunachal-pradesh,2020,4,Others,4079,4055324
arunachal-pradesh,2020,3,Recharge & bill payments,514907,153463816
arunachal-pradesh,2020,3,Peer-to-peer payments,370418,2361603431
arunachal-pradesh,2020,3,Merchant payments,72736,88145178
arunachal-pradesh,2020,3,Financial Services,1761,4030599
arunachal-pradesh,2020,3,Others,3005,2695539
arunachal-pradesh,2018,2,Recharge & bill payments,50700,10468878
arunachal-pradesh,2018,2,Peer-to-peer payments,26477,181576281
arunachal-pradesh,2018,2,Merchant payments,2378,4718953
arunachal-pradesh,2018,2,Financial Services,559,363761
arunachal-pradesh,2018,2,Others,2043,1842317
arunachal-pradesh,2018,1,Recharge & bill payments,28729,5184132
arunachal-pradesh,2018,1,Peer-to-peer payments,13320,82889682
arunachal-pradesh,2018,1,Merchant payments,1042,2420374
arunachal-pradesh,2018,1,Financial Services,416,58893
arunachal-pradesh,2018,1,Others,1990,1834252
arunachal-pradesh,2018,4,Recharge & bill payments,97751,20662691
arunachal-pradesh,2018,4,Peer-to-peer payments,68169,468831493
arunachal-pradesh,2018,4,Merchant payments,7726,11998974
arunachal-pradesh,2018,4,Financial Services,561,100597
arunachal-pradesh,2018,4,Others,2222,2446271
arunachal-pradesh,2018,3,Recharge & bill payments,74122,15997565
arunachal-pradesh,2018,3,Peer-to-peer payments,49740,308106303
arunachal-pradesh,2018,3,Merchant payments,4738,5505694
arunachal-pradesh,2018,3,Financial Services,507,72133
arunachal-pradesh,2018,3,Others,2039,2044708
arunachal-pradesh,2023,2,Peer-to-peer payments,4883817,15695323405
arunachal-pradesh,2023,2,Merchant payments,4091876,3651614280
arunachal-pradesh,2023,2,Recharge & bill payments,1374689,447452168
arunachal-pradesh,2023,2,Financial Services,3392,5815474
arunachal-pradesh,2023,2,Others,6714,5493337
arunachal-pradesh,2023,1,Peer-to-peer payments,3879583,13170741327
arunachal-pradesh,2023,1,Merchant payments,2922784,2802762028
arunachal-pradesh,2023,1,Recharge & bill payments,1229475,409663161
arunachal-pradesh,2023,1,Financial Services,4142,6310412
arunachal-pradesh,2023,1,Others,6841,5101526
arunachal-pradesh,2023,3,Peer-to-peer payments,5889357,16351752522
arunachal-pradesh,2023,3,Merchant payments,5451474,4277046551
arunachal-pradesh,2023,3,Recharge & bill payments,1450780,482412481
arunachal-pradesh,2023,3,Financial Services,4825,11365670
arunachal-pradesh,2023,3,Others,5997,4813862
arunachal-pradesh,2021,2,Peer-to-peer payments,762946,4000960152
arunachal-pradesh,2021,2,Recharge & bill payments,556680,165579844
arunachal-pradesh,2021,2,Merchant payments,243375,283709438
arunachal-pradesh,2021,2,Financial Services,1582,2761076
arunachal-pradesh,2021,2,Others,3755,3415105
arunachal-pradesh,2021,1,Peer-to-peer payments,566209,3460488558
arunachal-pradesh,2021,1,Recharge & bill payments,450649,142358376
arunachal-pradesh,2021,1,Merchant payments,155966,204958020
arunachal-pradesh,2021,1,Financial Services,1558,2672460
arunachal-pradesh,2021,1,Others,3074,3301662
arunachal-pradesh,2021,4,Peer-to-peer payments,1227616,6022733378
arunachal-pradesh,2021,4,Recharge & bill payments,633248,207784816
arunachal-pradesh,2021,4,Merchant payments,521447,704195694
arunachal-pradesh,2021,4,Financial Services,2386,3933557
arunachal-pradesh,2021,4,Others,5901,4862905
arunachal-pradesh,2021,3,Peer-to-peer payments,986088,5033603845
arunachal-pradesh,2021,3,Recharge & bill payments,600102,187390578
arunachal-pradesh,2021,3,Merchant payments,314658,449869060
arunachal-pradesh,2021,3,Financial Services,1934,3348547
arunachal-pradesh,2021,3,Others,4185,3912143
andaman-&-nicobar-islands,2019,2,Recharge & bill payments,14676,7242448
andaman-&-nicobar-islands,2019,2,Peer-to-peer payments,14481,107525358
andaman-&-nicobar-islands,2019,2,Merchant payments,4031,4702152
andaman-&-nicobar-islands,2019,2,Financial Services,124,113278
andaman-&-nicobar-islands,2019,2,Others,377,671471
andaman-&-nicobar-islands,2019,1,Recharge & bill payments,15263,6611459
andaman-&-nicobar-islands,2019,1,Peer-to-peer payments,13119,91808345
andaman-&-nicobar-islands,2019,1,Merchant payments,1759,3266589
andaman-&-nicobar-islands,2019,1,Financial Services,62,116250
andaman-&-nicobar-islands,2019,1,Others,283,497094
andaman-&-nicobar-islands,2019,4,Peer-to-peer payments,18128,121493224
andaman-&-nicobar-islands,2019,4,Recharge & bill payments,13851,9538690
andaman-&-nicobar-islands,2019,4,Merchant payments,2920,5247500
andaman-&-nicobar-islands,2019,4,Financial Services,60,295937
andaman-&-nicobar-islands,2019,4,Others,200,263177
andaman-&-nicobar-islands,2019,3,Recharge & bill payments,16219,8171737
andaman-&-nicobar-islands,2019,3,Peer-to-peer payments,13767,101079821
andaman-&-nicobar-islands,2019,3,Merchant payments,3519,4428734
andaman-&-nicobar-islands,2019,3,Financial Services,50,158857
andaman-&-nicobar-islands,2019,3,Others,215,232624
andaman-&-nicobar-islands,2022,2,Merchant payments,449540,510838980
andaman-&-nicobar-islands,2022,2,Peer-to-peer payments,437606,2088309073
andaman-&-nicobar-islands,2022,2,Recharge & bill payments,179515,82232936
andaman-&-nicobar-islands,2022,2,Financial Services,1448,2089862
andaman-&-nicobar-islands,2022,2,Others,3108,2449496
andaman-&-nicobar-islands,2022,1,Peer-to-peer payments,342649,1682328505
andaman-&-nicobar-islands,2022,1,Merchant payments,284298,370091558
andaman-&-nicobar-islands,2022,1,Recharge & bill payments,163401,71300133
andaman-&-nicobar-islands,2022,1,Financial Services,1757,2869682
andaman-&-nicobar-islands,2022,1,Others,2643,2440321
andaman-&-nicobar-islands,2022,4,Merchant payments,956536,906365300
andaman-&-nicobar-islands,2022,4,Peer-to-peer payments,768758,2961630584
andaman-&-nicobar-islands,2022,4,Recharge & bill payments,256050,110037119
andaman-&-nicobar-islands,2022,4,Financial Services,2499,3533987
andaman-&-nicobar-islands,2022,4,Others,3692,3107412
andaman-&-nicobar-islands,2022,3,Merchant payments,716105,693438186
andaman-&-nicobar-islands,2022,3,Peer-to-peer payments,622217,2514535154
andaman-&-nicobar-islands,2022,3,Recharge & bill payments,240766,97748065
andaman-&-nicobar-islands,2022,3,Financial Services,1814,2166304
andaman-&-nicobar-islands,2022,3,Others,3477,2744060
andaman-&-nicobar-islands,2020,2,Recharge & bill payments,38125,17659622
andaman-&-nicobar-islands,2020,2,Peer-to-peer payments,20303,141728757
andaman-&-nicobar-islands,2020,2,Merchant payments,4004,9236375
andaman-&-nicobar-islands,2020,2,Financial Services,175,706932
andaman-&-nicobar-islands,2020,2,Others,355,313313
andaman-&-nicobar-islands,2020,1,Peer-to-peer payments,18324,142332401
andaman-&-nicobar-islands,2020,1,Recharge & bill payments,18268,10850414
andaman-&-nicobar-islands,2020,1,Merchant payments,4424,7752871
andaman-&-nicobar-islands,2020,1,Financial Services,66,208231
andaman-&-nicobar-islands,2020,1,Others,216,332393
andaman-&-nicobar-islands,2020,4,Peer-to-peer payments,81439,533316526
andaman-&-nicobar-islands,2020,4,Recharge & bill payments,80811,33710030
andaman-&-nicobar-islands,2020,4,Merchant payments,59391,56867468
andaman-&-nicobar-islands,2020,4,Financial Services,965,1880546
andaman-&-nicobar-islands,2020,4,Others,1925,1508083
andaman-&-nicobar-islands,2020,3,Recharge & bill payments,59310,24756220
andaman-&-nicobar-islands,2020,3,Peer-to-peer payments,40697,289078946
andaman-&-nicobar-islands,2020,3,Merchant payments,16096,22682992
andaman-&-nicobar-islands,2020,3,Financial Services,572,961836
andaman-&-nicobar-islands,2020,3,Others,808,539449
andaman-&-nicobar-islands,2018,2,Recharge & bill payments,6735,2320944
andaman-&-nicobar-islands,2018,2,Peer-to-peer payments,3575,24511925
andaman-&-nicobar-islands,2018,2,Merchant payments,603,1024491
andaman-&-nicobar-islands,2018,2,Financial Services,59,121336
andaman-&-nicobar-islands,2018,2,Others,368,359838
andaman-&-nicobar-islands,2018,1,Recharge & bill payments,4200,1845307
andaman-&-nicobar-islands,2018,1,Peer-to-peer payments,1871,12138655
andaman-&-nicobar-islands,2018,1,Merchant payments,298,452507
andaman-&-nicobar-islands,2018,1,Financial Services,33,10601
andaman-&-nicobar-islands,2018,1,Others,256,184689
andaman-&-nicobar-islands,2018,4,Recharge & bill payments,11517,5450549
andaman-&-nicobar-islands,2018,4,Peer-to-peer payments,10451,81001456
andaman-&-nicobar-islands,2018,4,Merchant payments,1421,3552027
andaman-&-nicobar-islands,2018,4,Financial Services,29,76035
andaman-&-nicobar-islands,2018,4,Others,340,468266
andaman-&-nicobar-islands,2018,3,Recharge & bill payments,8636,4343504
andaman-&-nicobar-islands,2018,3,Peer-to-peer payments,6448,49270781
andaman-&-nicobar-islands,2018,3,Merchant payments,945,1627359
andaman-&-nicobar-islands,2018,3,Financial Services,42,1481
andaman-&-nicobar-islands,2018,3,Others,194,314343
andaman-&-nicobar-islands,2023,2,Merchant payments,1410653,1159905474
andaman-&-nicobar-islands,2023,2,Peer-to-peer payments,970525,3664415887
andaman-&-nicobar-islands,2023,2,Recharge & bill payments,320922,158455723
andaman-&-nicobar-islands,2023,2,Financial Services,2158,4161814
andaman-&-nicobar-islands,2023,2,Others,3517,3405338
andaman-&-nicobar-islands,2023,1,Merchant payments,1122063,1008821751
andaman-&-nicobar-islands,2023,1,Peer-to-peer payments,862347,3299762230
andaman-&-nicobar-islands,2023,1,Recharge & bill payments,286024,146338470
andaman-&-nicobar-islands,2023,1,Financial Services,2515,3556954
andaman-&-nicobar-islands,2023,1,Others,3443,3049182
andaman-&-nicobar-islands,2023,3,Merchant payments,1657848,1289780198
andaman-&-nicobar-islands,2023,3,Peer-to-peer payments,1111211,3757627272
andaman-&-nicobar-islands,2023,3,Recharge & bill payments,323935,157992380
andaman-&-nicobar-islands,2023,3,Financial Services,2199,3850023
andaman-&-nicobar-islands,2023,3,Others,3183,2346918
andaman-&-nicobar-islands,2021,2,Peer-to-peer payments,132772,748382044
andaman-&-nicobar-islands,2021,2,Recharge & bill payments,120911,43691961
andaman-&-nicobar-islands,2021,2,Merchant payments,85143,103707408
andaman-&-nicobar-islands,2021,2,Financial Services,960,2038521
andaman-&-nicobar-islands,2021,2,Others,1628,1327080
andaman-&-nicobar-islands,2021,1,Peer-to-peer payments,105458,665391395
andaman-&-nicobar-islands,2021,1,Recharge & bill payments,84119,37160922
andaman-&-nicobar-islands,2021,1,Merchant payments,53090,78606979
andaman-&-nicobar-islands,2021,1,Financial Services,884,1469351
andaman-&-nicobar-islands,2021,1,Others,1201,1077918
andaman-&-nicobar-islands,2021,4,Peer-to-peer payments,285778,1544932663
andaman-&-nicobar-islands,2021,4,Merchant payments,210164,322842314
andaman-&-nicobar-islands,2021,4,Recharge & bill payments,135608,59243518
andaman-&-nicobar-islands,2021,4,Financial Services,1718,3137965
andaman-&-nicobar-islands,2021,4,Others,2855,2453640
andaman-&-nicobar-islands,2021,3,Peer-to-peer payments,192321,1077787837
andaman-&-nicobar-islands,2021,3,Recharge & bill payments,136010,51243450
andaman-&-nicobar-islands,2021,3,Merchant payments,118340,176991328
andaman-&-nicobar-islands,2021,3,Financial Services,990,2351013
